batter,bowler,balls_faced,runs_scored,dismissals,innings_faced,strike_rate
Nitish Rana,Anshul Kamboj,6,7,0,1,116.6666667
Nitish Rana,Arshad Khan,1,1,0,1,100
Nitish Rana,Ashwin,36,67,0,4,186.1111111
Nitish Rana,Avesh Khan,13,20,1,2,153.8461538
Nitish Rana,Axar,13,21,0,3,161.5384615
Nitish Rana,Bhuvneshwar,9,11,0,5,122.2222222
Nitish Rana,Boult,10,16,1,3,160
Nitish Rana,Bumrah,6,9,2,2,150
Nitish Rana,Chahal,19,25,2,3,131.5789474
Nitish Rana,Chahar,10,11,0,2,110
Nitish Rana,Chameera,2,0,0,1,0
Nitish Rana,Chawla,10,8,0,2,80
Nitish Rana,Chetan Sakariya,3,5,0,1,166.6666667
Nitish Rana,Cummins,4,6,0,1,150
Nitish Rana,Daniel Sams,5,2,0,1,40
Nitish Rana,Dwayne Bravo,8,2,1,1,25
Nitish Rana,Ferguson,6,11,1,2,183.3333333
Nitish Rana,Gowtham,11,15,1,2,136.3636364
Nitish Rana,Hardik Pandya,6,11,0,1,183.3333333
Nitish Rana,Harpreet Brar,3,2,0,1,66.66666667
Nitish Rana,Harshal Patel,5,15,0,1,300
Nitish Rana,Hasaranga,3,2,1,1,66.66666667
Nitish Rana,Holder,4,3,0,2,75
Nitish Rana,Hrithik Shokeen,3,1,1,1,33.33333333
Nitish Rana,Ishant,1,0,1,1,0
Nitish Rana,J Suchith,8,9,0,1,112.5
Nitish Rana,Jadeja,6,7,1,2,116.6666667
Nitish Rana,Jamie Overton,9,22,0,1,244.4444444
Nitish Rana,Joshua Little,3,4,1,1,133.3333333
Nitish Rana,Kartik Tyagi,5,16,0,1,320
Nitish Rana,Khaleel Ahmed,11,21,0,2,190.9090909
Nitish Rana,Krunal Pandya,7,9,1,2,128.5714286
Nitish Rana,Kuldeep Sen,4,6,0,1,150
Nitish Rana,Kuldeep Yadav,21,35,0,3,166.6666667
Nitish Rana,Kumar Kartikeya,6,17,0,1,283.3333333
Nitish Rana,Lalit Yadav,14,30,1,2,214.2857143
Nitish Rana,Livingstone,7,17,0,1,242.8571429
Nitish Rana,M Bracewell,1,0,1,1,0
Nitish Rana,Marco Jansen,33,32,1,6,96.96969697
Nitish Rana,Markande,15,15,1,3,100
Nitish Rana,Markram,9,6,1,2,66.66666667
Nitish Rana,Meredith,1,1,0,1,100
Nitish Rana,Mitchell Starc,2,1,1,1,50
Nitish Rana,Moeen Ali,18,25,1,3,138.8888889
Nitish Rana,Mohit Sharma,5,8,0,1,160
Nitish Rana,Mohsin Khan,4,5,0,1,125
Nitish Rana,Mukesh Kumar,7,6,0,2,85.71428571
Nitish Rana,Murugan Ashwin,9,6,1,2,66.66666667
Nitish Rana,Mustafizur,8,6,1,2,75
Nitish Rana,N Thushara,3,2,0,1,66.66666667
Nitish Rana,Nathan Ellis,16,12,0,2,75
Nitish Rana,Noor Ahmad,4,6,0,1,150
Nitish Rana,Nortje,3,4,0,1,133.3333333
Nitish Rana,Pathirana,11,8,0,2,72.72727273
Nitish Rana,Pollard,8,18,0,1,225
Nitish Rana,Powell,3,9,0,1,300
Nitish Rana,Prasidh,7,8,0,2,114.2857143
Nitish Rana,Rahul Chahar,14,13,2,2,92.85714286
Nitish Rana,Rashid Khan,11,20,1,2,181.8181818
Nitish Rana,Ravi Bishnoi,6,3,1,2,50
Nitish Rana,Raza,6,6,1,1,100
Nitish Rana,Rishi Dhawan,3,11,0,1,366.6666667
Nitish Rana,Root,7,8,0,1,114.2857143
Nitish Rana,Sam Curran,8,14,0,1,175
Nitish Rana,Santner,4,9,0,1,225
Nitish Rana,Shami,12,14,1,3,116.6666667
Nitish Rana,Shashank Singh,4,7,0,1,175
Nitish Rana,Shepherd,4,5,0,1,125
Nitish Rana,Shivam Dube,5,10,0,1,200
Nitish Rana,Simarjeet Singh,1,1,0,1,100
Nitish Rana,Siraj,4,2,1,2,50
Nitish Rana,Stubbs,2,5,0,1,250
Nitish Rana,Suyash Sharma,5,4,0,1,80
Nitish Rana,T Natarajan,37,59,2,5,159.4594595
Nitish Rana,Thakur,10,17,1,2,170
Nitish Rana,Theekshana,14,18,0,2,128.5714286
Nitish Rana,Tushar Deshpande,14,16,0,2,114.2857143
Nitish Rana,Tymal Mills,3,7,0,1,233.3333333
Nitish Rana,Umran Malik,13,43,1,3,330.7692308
Nitish Rana,Varun Chakaravarthy,3,2,0,1,66.66666667
Nitish Rana,Vijaykumar Vyshak,8,23,0,1,287.5
Nitish Rana,Washington Sundar,8,14,0,2,175
Nitish Rana,Willey,7,7,0,2,100
Nitish Rana,Yash Dayal,14,20,0,2,142.8571429
Nitish Reddy,Anshul Kamboj,7,8,0,1,114.2857143
Nitish Reddy,Arshdeep Singh,3,0,1,1,0
Nitish Reddy,Ashwin,8,21,0,1,262.5
Nitish Reddy,Avesh Khan,15,23,1,3,153.3333333
Nitish Reddy,Axar,8,10,0,1,125
Nitish Reddy,Boult,11,10,1,3,90.90909091
Nitish Reddy,Bumrah,2,2,0,1,100
Nitish Reddy,Chahal,14,24,0,2,171.4285714
Nitish Reddy,Chahar,9,8,1,3,88.88888889
Nitish Reddy,Chawla,2,2,0,1,100
Nitish Reddy,Digvesh Rathi,6,9,0,1,150
Nitish Reddy,Fazalhaq Farooqi,3,7,0,1,233.3333333
Nitish Reddy,Gerald Coetzee,3,6,0,1,200
Nitish Reddy,Hardik Pandya,14,14,1,2,100
Nitish Reddy,Harpreet Brar,20,45,0,2,225
Nitish Reddy,Harshal Patel,12,9,1,2,75
Nitish Reddy,Harshit Rana,7,6,1,2,85.71428571
Nitish Reddy,Jadeja,10,11,1,2,110
Nitish Reddy,Jofra Archer,5,11,0,1,220
Nitish Reddy,Karn Sharma,2,0,1,1,0
Nitish Reddy,Khaleel Ahmed,7,9,0,2,128.5714286
Nitish Reddy,Krunal Pandya,3,2,0,1,66.66666667
Nitish Reddy,Kuldeep Yadav,5,10,1,1,200
Nitish Reddy,Mitchell Starc,2,0,1,1,0
Nitish Reddy,Moeen Ali,1,1,0,1,100
Nitish Reddy,Mukesh Kumar,4,8,0,1,200
Nitish Reddy,Mustafizur,2,3,0,1,150
Nitish Reddy,Ngidi,2,2,0,1,100
Nitish Reddy,Noor Ahmad,4,4,0,1,100
Nitish Reddy,Nortje,6,3,0,1,50
Nitish Reddy,Pathirana,6,12,0,1,200
Nitish Reddy,Prasidh,10,8,0,2,80
Nitish Reddy,Prince Yadav,10,10,0,1,100
Nitish Reddy,Rabada,4,8,0,1,200
Nitish Reddy,Rahul Chahar,12,23,0,1,191.6666667
Nitish Reddy,Rashid Khan,16,27,0,2,168.75
Nitish Reddy,Ravi Bishnoi,9,7,1,1,77.77777778
Nitish Reddy,Rishi Dhawan,2,2,0,1,100
Nitish Reddy,Russell,1,0,1,1,0
Nitish Reddy,Sai Kishore,13,11,1,2,84.61538462
Nitish Reddy,Sam Curran,7,12,0,1,171.4285714
Nitish Reddy,Sandeep Sharma,13,11,0,2,84.61538462
Nitish Reddy,Santner,3,6,0,1,200
Nitish Reddy,Shashank Singh,2,2,0,1,100
Nitish Reddy,Shepherd,2,0,1,1,0
Nitish Reddy,Siraj,6,3,0,2,50
Nitish Reddy,Starc,10,7,1,2,70
Nitish Reddy,Swapnil Singh,5,10,0,1,200
Nitish Reddy,Thakur,5,9,0,2,180
Nitish Reddy,Theekshana,2,4,1,1,200
Nitish Reddy,Tushar Deshpande,8,11,0,3,137.5
Nitish Reddy,Vaibhav Arora,12,25,0,3,208.3333333
Nitish Reddy,Varun Chakaravarthy,5,3,0,1,60
Nitish Reddy,Will Jacks,1,1,0,1,100
Nitish Reddy,William ORourke,2,5,0,1,250
Nitish Reddy,Yash Dayal,2,0,0,1,0
Noor Ahmad,Akash Madhwal,1,2,0,1,200
Noor Ahmad,Axar,4,1,0,1,25
Noor Ahmad,Bhuvneshwar,1,0,1,1,0
Noor Ahmad,Chahal,1,0,1,1,0
Noor Ahmad,Chawla,1,1,0,1,100
Noor Ahmad,Cummins,2,2,0,1,100
Noor Ahmad,Harshal Patel,1,0,1,1,0
Noor Ahmad,Hazlewood,2,0,0,1,0
Noor Ahmad,Kartikeya,2,0,1,1,0
Noor Ahmad,Kuldeep Yadav,2,0,0,1,0
Noor Ahmad,Mukesh Kumar,1,0,1,1,0
Noor Ahmad,Narine,2,1,0,1,50
Noor Ahmad,Pathirana,5,7,0,1,140
Noor Ahmad,Vaibhav Arora,3,2,2,2,66.66666667
Noor Ahmad,Varun Chakaravarthy,5,0,0,1,0
Noor Ahmad,Yash Thakur,2,4,1,1,200
Nortje,Harshal Patel,4,7,0,1,175
Nortje,M Theekshana,3,0,0,1,0
Nortje,Meredith,3,5,1,1,166.6666667
Nortje,Mohit Sharma,3,2,0,1,66.66666667
Nortje,Narine,2,1,0,1,50
Nortje,Parnell,6,9,0,1,150
Nortje,Pathirana,1,0,0,1,0
Nortje,Rashid Khan,3,1,0,1,33.33333333
Nortje,Russell,2,0,1,1,0
Nortje,Sandeep Sharma,1,0,1,1,0
Nortje,Shami,2,4,0,1,200
Nortje,Simarjeet Singh,3,1,0,1,33.33333333
Nortje,Siraj,3,6,0,1,200
Nortje,T Natarajan,4,2,1,2,50
Nortje,Vaibhav Arora,2,3,0,1,150
Nortje,Vijaykumar Vyshak,1,1,0,1,100
Obed McCoy,Sai Kishore,2,7,0,1,350
Obed McCoy,Yash Dayal,3,1,0,1,33.33333333
Odean Smith,Akash Deep,1,0,0,1,0
Odean Smith,Basil Thampi,1,1,0,1,100
Odean Smith,Bhuvneshwar,9,10,0,1,111.1111111
Odean Smith,Chakaravarthy,1,1,0,1,100
Odean Smith,Darshan Nalkande,1,0,1,1,0
Odean Smith,Harshal Patel,2,2,0,1,100
Odean Smith,Jordan,3,1,1,1,33.33333333
Odean Smith,Narine,4,1,0,1,25
Odean Smith,Pretorius,4,2,0,1,50
Odean Smith,Shivam Mavi,3,6,0,1,200
Odean Smith,Siraj,5,23,0,1,460
Odean Smith,Southee,4,1,0,1,25
Odean Smith,T Natarajan,4,3,0,1,75
Odean Smith,Umran Malik,2,0,1,1,0
Padikkal,Akash Deep,7,5,0,1,71.42857143
Padikkal,Akash Singh,4,4,0,1,100
Padikkal,Alzarri Joseph,2,5,0,1,250
Padikkal,Anukul Roy,4,2,0,1,50
Padikkal,Arshad Khan,3,5,0,2,166.6666667
Padikkal,Arshdeep Singh,22,28,2,5,127.2727273
Padikkal,Ashwin,3,3,1,1,100
Padikkal,Avesh Khan,6,2,1,2,33.33333333
Padikkal,Axar,13,28,1,4,215.3846154
Padikkal,Ayush Badoni,1,1,0,1,100
Padikkal,Bartlett,9,19,0,1,211.1111111
Padikkal,Boult,10,11,1,2,110
Padikkal,Bumrah,7,8,0,3,114.2857143
Padikkal,Chahal,6,11,0,1,183.3333333
Padikkal,Chahar,5,18,0,1,360
Padikkal,Chakaravarthy,2,2,0,1,100
Padikkal,Chameera,20,25,0,2,125
Padikkal,Chawla,3,1,1,1,33.33333333
Padikkal,Chetan Sakariya,4,4,0,1,100
Padikkal,Cummins,5,11,0,1,220
Padikkal,Daniel Sams,10,13,0,1,130
Padikkal,Fazalhaq Farooqi,2,0,0,1,0
Padikkal,Gowtham,1,0,1,1,0
Padikkal,Hardik Pandya,27,17,1,4,62.96296296
Padikkal,Harpreet Brar,10,13,1,2,130
Padikkal,Harshal Patel,9,11,1,3,122.2222222
Padikkal,Hasaranga,27,41,0,5,151.8518519
Padikkal,Hazlewood,5,3,1,1,60
Padikkal,Holder,2,1,0,2,50
Padikkal,Hrithik Shokeen,2,0,1,1,0
Padikkal,Ishant,3,3,0,1,100
Padikkal,Jadeja,20,23,1,4,115
Padikkal,Jofra Archer,9,8,0,1,88.88888889
Padikkal,Joshua Little,7,9,0,1,128.5714286
Padikkal,Kartikeya,4,2,0,1,50
Padikkal,Khaleel Ahmed,4,0,2,2,0
Padikkal,Krunal Pandya,3,8,0,1,266.6666667
Padikkal,Kuldeep Yadav,11,12,0,2,109.0909091
Padikkal,Lalit Yadav,12,15,0,1,125
Padikkal,Livingstone,3,2,0,1,66.66666667
Padikkal,M Bracewell,1,0,1,1,0
Padikkal,Marco Jansen,5,2,0,1,40
Padikkal,Matheesha Pathirana,5,1,0,1,20
Padikkal,Maxwell,13,12,0,3,92.30769231
Padikkal,Mitchell Marsh,8,17,0,1,212.5
Padikkal,Moeen Ali,11,12,1,3,109.0909091
Padikkal,Mukesh Kumar,4,0,1,1,0
Padikkal,Murugan Ashwin,4,3,0,1,75
Padikkal,Mustafizur,9,15,0,2,166.6666667
Padikkal,N Thushara,1,0,1,1,0
Padikkal,Narine,9,14,2,2,155.5555556
Padikkal,Nathan Ellis,15,11,1,2,73.33333333
Padikkal,Naveen-ul-Haq,7,4,0,1,57.14285714
Padikkal,Noor Ahmad,5,3,1,2,60
Padikkal,Nortje,3,5,1,1,166.6666667
Padikkal,Parnell,3,4,0,1,133.3333333
Padikkal,Pathirana,11,18,2,3,163.6363636
Padikkal,Rabada,21,43,0,3,204.7619048
Padikkal,Rahul Chahar,21,21,0,3,100
Padikkal,Rashid Khan,13,7,2,4,53.84615385
Padikkal,Ravi Bishnoi,16,24,1,3,150
Padikkal,Raza,7,9,0,1,128.5714286
Padikkal,Rishi Dhawan,4,3,0,1,75
Padikkal,Riyan Parag,12,20,0,2,166.6666667
Padikkal,Sai Kishore,11,24,0,1,218.1818182
Padikkal,Sam Curran,13,22,1,3,169.2307692
Padikkal,Sandeep Sharma,6,10,1,3,166.6666667
Padikkal,Santner,3,3,0,2,100
Padikkal,Shahbaz Ahmed,3,1,0,1,33.33333333
Padikkal,Shami,8,7,0,1,87.5
Padikkal,Shepherd,10,18,0,1,180
Padikkal,Shivam Mavi,4,4,0,1,100
Padikkal,Siraj,15,17,3,5,113.3333333
Padikkal,Spencer Johnson,3,3,0,1,100
Padikkal,Stoinis,15,39,0,3,260
Padikkal,T Natarajan,5,12,0,1,240
Padikkal,Thakur,11,8,0,3,72.72727273
Padikkal,Theekshana,14,22,0,3,157.1428571
Padikkal,Topley,3,2,0,1,66.66666667
Padikkal,Tushar Deshpande,19,42,0,4,221.0526316
Padikkal,Tymal Mills,1,0,1,1,0
Padikkal,Umesh Yadav,8,4,2,3,50
Padikkal,Umran Malik,14,10,2,2,71.42857143
Padikkal,Varun Chakaravarthy,5,3,0,1,60
Padikkal,Vignesh Puthur,3,2,1,1,66.66666667
Padikkal,Vijaykumar Vyshak,9,22,0,1,244.4444444
Padikkal,Vipraj Nigam,3,1,0,1,33.33333333
Padikkal,Washington Sundar,3,3,0,2,100
Padikkal,Will Jacks,1,1,0,1,100
Padikkal,Willey,17,20,1,2,117.6470588
Padikkal,Yash Dayal,1,0,1,1,0
Pant,Aaron,4,5,0,1,125
Pant,Abbott,1,1,0,1,100
Pant,Anshul Kamboj,3,6,0,1,200
Pant,Arshad Khan,11,11,0,3,100
Pant,Arshdeep Singh,4,0,0,1,0
Pant,Ashwin,23,25,0,3,108.6956522
Pant,Avesh Khan,11,10,0,3,90.90909091
Pant,Azmatullah,4,3,1,2,75
Pant,Bhuvneshwar,21,41,0,2,195.2380952
Pant,Boult,4,7,0,2,175
Pant,Bumrah,4,8,1,2,200
Pant,Chahal,20,35,2,5,175
Pant,Chahar,3,1,0,1,33.33333333
Pant,Chakaravarthy,16,18,2,3,112.5
Pant,Chameera,2,5,0,1,250
Pant,Chawla,5,6,0,1,120
Pant,Cummins,17,19,0,3,111.7647059
Pant,Daniel Sams,2,2,0,1,100
Pant,Dwayne Bravo,2,3,0,1,150
Pant,Eshan Malinga,4,5,1,1,125
Pant,Ferguson,7,12,1,2,171.4285714
Pant,Gerald Coetzee,3,1,1,1,33.33333333
Pant,Gowtham,15,6,0,2,40
Pant,Hardik Pandya,5,2,1,2,40
Pant,Harpreet Brar,3,2,0,1,66.66666667
Pant,Harsh Dubey,2,2,0,1,100
Pant,Harshal Patel,5,8,2,2,160
Pant,Harshit Rana,2,2,0,1,100
Pant,Hasaranga,13,24,1,2,184.6153846
Pant,Hazlewood,1,1,0,1,100
Pant,Holder,11,13,0,2,118.1818182
Pant,Hooda,3,6,0,1,200
Pant,Hrithik Shokeen,6,3,0,1,50
Pant,Jadeja,15,22,0,2,146.6666667
Pant,Jamie Overton,5,10,0,1,200
Pant,Kartik Tyagi,4,1,0,1,25
Pant,Khaleel Ahmed,5,7,0,1,140
Pant,Krunal Pandya,15,30,0,4,200
Pant,Kuldeep Yadav,4,0,1,1,0
Pant,Livingstone,3,7,1,1,233.3333333
Pant,M Theekshana,6,13,0,1,216.6666667
Pant,Marco Jansen,5,6,0,1,120
Pant,Markande,14,14,0,2,100
Pant,Markram,2,2,0,1,100
Pant,Maxwell,4,1,1,1,25
Pant,Meredith,7,5,0,1,71.42857143
Pant,Moeen Ali,2,1,1,1,50
Pant,Mohit Sharma,18,62,0,1,344.4444444
Pant,Mohsin Khan,7,3,1,2,42.85714286
Pant,Mukesh Kumar,4,0,1,2,0
Pant,Murugan Ashwin,1,1,0,1,100
Pant,Mustafizur,6,13,0,1,216.6666667
Pant,N Thushara,16,17,0,2,106.25
Pant,Nabi,4,3,0,1,75
Pant,Nandre Burger,5,5,0,1,100
Pant,Narine,20,23,0,4,115
Pant,Naveen-ul-Haq,10,15,1,2,150
Pant,Nitish Reddy,7,12,1,1,171.4285714
Pant,Noor Ahmad,30,27,0,3,90
Pant,Obed McCoy,3,8,0,1,266.6666667
Pant,Pathirana,22,41,2,2,186.3636364
Pant,Prasidh,5,6,2,2,120
Pant,Rabada,5,14,0,2,280
Pant,Rahul Chahar,5,7,0,1,140
Pant,Rahul Tewatia,3,6,0,1,200
Pant,Ramandeep Singh,5,15,1,1,300
Pant,Rashid Khan,25,35,0,4,140
Pant,Ravi Bishnoi,31,37,1,4,119.3548387
Pant,Riyan Parag,5,19,0,1,380
Pant,Russell,6,15,1,2,250
Pant,Sai Kishore,1,1,0,1,100
Pant,Sandeep Sharma,9,5,0,2,55.55555556
Pant,Shahrukh Khan,4,1,0,1,25
Pant,Shami,4,4,0,2,100
Pant,Shankar,5,9,0,1,180
Pant,Shepherd,11,23,0,1,209.0909091
Pant,Shreyas Gopal,9,22,1,1,244.4444444
Pant,Simarjeet Singh,5,11,0,2,220
Pant,Siraj,9,15,1,2,166.6666667
Pant,Starc,1,6,0,1,600
Pant,Stoinis,4,9,0,1,225
Pant,Suyash Sharma,12,30,0,1,250
Pant,T Natarajan,6,5,0,1,83.33333333
Pant,Tushar Deshpande,10,10,0,2,100
Pant,Tye,7,17,0,1,242.8571429
Pant,Tymal Mills,1,0,1,1,0
Pant,Umesh Yadav,3,1,1,1,33.33333333
Pant,Vaibhav Arora,7,10,0,2,142.8571429
Pant,Venkatesh Iyer,6,28,0,1,466.6666667
Pant,Vignesh Puthur,3,1,0,1,33.33333333
Pant,Warrier,2,0,0,1,0
Pant,Will Jacks,2,4,1,1,200
Pant,Yash Dayal,12,34,0,1,283.3333333
Pant,Yash Thakur,4,8,0,1,200
Pant,Zampa,5,5,0,1,100
Parag,Mitchell Starc,2,4,1,1,200
Parnell,Pathirana,4,2,0,1,50
Parnell,Tushar Deshpande,1,0,1,1,0
Phil Salt,Akash Maharaj Singh,4,5,1,1,125
Phil Salt,Arshad Khan,3,5,0,1,166.6666667
Phil Salt,Arshdeep Singh,19,30,2,4,157.8947368
Phil Salt,Ashwin,4,15,0,1,375
Phil Salt,Avesh Khan,4,4,0,1,100
Phil Salt,Axar,6,12,1,1,200
Phil Salt,Azmatullah,6,10,0,1,166.6666667
Phil Salt,Boult,2,4,1,1,200
Phil Salt,Cummins,5,1,1,1,20
Phil Salt,Digvesh Rathi,5,7,0,1,140
Phil Salt,Eshan Malinga,9,19,0,1,211.1111111
Phil Salt,Fazalhaq Farooqi,9,12,0,1,133.3333333
Phil Salt,Harpreet Brar,6,13,0,1,216.6666667
Phil Salt,Harsh Dubey,6,15,0,1,250
Phil Salt,Harshal Patel,5,12,0,1,240
Phil Salt,Harshit Rana,2,1,0,1,50
Phil Salt,Hasaranga,8,12,1,2,150
Phil Salt,Jamieson,9,21,1,2,233.3333333
Phil Salt,Jofra Archer,15,23,0,2,153.3333333
Phil Salt,Kartikeya,5,8,1,1,160
Phil Salt,Khaleel Ahmed,9,15,0,1,166.6666667
Phil Salt,Mitchell Starc,11,25,0,1,227.2727273
Phil Salt,Musheer Khan,3,3,0,1,100
Phil Salt,Narine,3,2,0,1,66.66666667
Phil Salt,Nitish Reddy,2,7,0,1,350
Phil Salt,Noor Ahmad,2,1,1,1,50
Phil Salt,Sam Curran,1,1,0,1,100
Phil Salt,Sandeep Sharma,10,14,0,2,140
Phil Salt,Shahbaz Ahmed,4,9,0,1,225
Phil Salt,Siraj,10,9,1,1,90
Phil Salt,Spencer Johnson,8,8,0,1,100
Phil Salt,Theekshana,4,11,0,1,275
Phil Salt,Tushar Deshpande,5,11,0,2,220
Phil Salt,Unadkat,5,8,0,1,160
Phil Salt,Vaibhav Arora,8,20,0,1,250
Phil Salt,Varun Chakaravarthy,10,25,1,1,250
Phil Salt,William ORourke,2,5,0,1,250
Philip Salt,Abhishek Sharma,2,1,0,1,50
Philip Salt,Akeal Hosein,10,21,0,1,210
Philip Salt,Anukul Roy,1,0,1,1,0
Philip Salt,Arshad Khan,6,13,0,1,216.6666667
Philip Salt,Arshdeep Singh,9,7,0,2,77.77777778
Philip Salt,Avesh Khan,3,1,1,1,33.33333333
Philip Salt,Axar,3,1,1,1,33.33333333
Philip Salt,Bhuvneshwar,14,15,1,3,107.1428571
Philip Salt,Boult,10,9,0,1,90
Philip Salt,Chahar,9,7,2,2,77.77777778
Philip Salt,Cummins,5,4,0,1,80
Philip Salt,Ferguson,6,28,0,1,466.6666667
Philip Salt,Harpreet Brar,8,14,1,2,175
Philip Salt,Harshal Patel,10,31,0,2,310
Philip Salt,Hasaranga,11,14,0,1,127.2727273
Philip Salt,Hazlewood,7,12,0,1,171.4285714
Philip Salt,Ishant,3,8,0,1,266.6666667
Philip Salt,Karn Sharma,11,20,1,1,181.8181818
Philip Salt,Khaleel Ahmed,22,35,0,2,159.0909091
Philip Salt,Krunal Pandya,4,13,0,1,325
Philip Salt,Kuldeep Yadav,2,7,0,1,350
Philip Salt,Lomror,4,11,0,1,275
Philip Salt,Marco Jansen,13,30,0,1,230.7692308
Philip Salt,Markande,16,19,2,2,118.75
Philip Salt,Maxwell,4,5,0,1,125
Philip Salt,Mayank Dagar,1,1,0,1,100
Philip Salt,Mohsin Khan,11,26,0,2,236.3636364
Philip Salt,N Thushara,8,11,2,2,137.5
Philip Salt,Nathan Ellis,3,3,0,1,100
Philip Salt,Naveen-ul-Haq,6,15,1,1,250
Philip Salt,Nitish Rana,2,5,0,1,250
Philip Salt,Nortje,3,2,1,1,66.66666667
Philip Salt,Rabada,4,15,0,1,375
Philip Salt,Rahul Chahar,6,9,0,1,150
Philip Salt,Rasikh Salam,3,6,0,1,200
Philip Salt,Ravi Bishnoi,9,7,0,1,77.77777778
Philip Salt,Rishi Dhawan,1,1,0,1,100
Philip Salt,Sam Curran,15,23,1,2,153.3333333
Philip Salt,Shahbaz Ahmed,3,5,0,1,166.6666667
Philip Salt,Shamar Joseph,12,15,0,1,125
Philip Salt,Shami,1,0,1,1,0
Philip Salt,Siraj,18,47,1,3,261.1111111
Philip Salt,Stoinis,4,9,0,1,225
Philip Salt,T Natarajan,10,9,0,2,90
Philip Salt,Tushar Deshpande,9,13,1,3,144.4444444
Philip Salt,Umran Malik,3,9,0,1,300
Philip Salt,Vijaykumar Vyshak,3,1,1,1,33.33333333
Philip Salt,Williams,9,27,0,1,300
Philip Salt,Yash Dayal,12,19,0,2,158.3333333
Philip Salt,Yash Thakur,8,23,0,1,287.5
Pollard,Ashwin,2,0,0,1,0
Pollard,Avesh Khan,3,5,0,1,166.6666667
Pollard,Ayush Badoni,3,4,0,1,133.3333333
Pollard,Boult,4,11,0,1,275
Pollard,Chahal,7,2,0,2,28.57142857
Pollard,Chakaravarthy,3,7,0,1,233.3333333
Pollard,Chameera,11,18,1,2,163.6363636
Pollard,Cummins,10,25,0,2,250
Pollard,Dwayne Bravo,5,6,0,1,120
Pollard,Ferguson,6,3,0,1,50
Pollard,Hasaranga,1,0,1,1,0
Pollard,Holder,7,7,0,2,100
Pollard,Khaleel Ahmed,3,1,0,1,33.33333333
Pollard,Krunal Pandya,1,0,1,1,0
Pollard,Kuldeep Sen,3,1,1,1,33.33333333
Pollard,Kuldeep Yadav,3,2,1,1,66.66666667
Pollard,M Theekshana,4,8,1,1,200
Pollard,Mohsin Khan,7,9,0,1,128.5714286
Pollard,Narine,3,2,0,1,66.66666667
Pollard,Navdeep Saini,6,4,1,1,66.66666667
Pollard,Prasidh,16,14,0,2,87.5
Pollard,Rabada,3,1,0,1,33.33333333
Pollard,Rahul Chahar,7,8,0,1,114.2857143
Pollard,Rashid Khan,5,0,1,1,0
Pollard,Ravi Bishnoi,2,1,0,2,50
Pollard,Russell,2,1,1,1,50
Pollard,Sangwan,3,1,0,1,33.33333333
Pollard,Southee,3,2,0,1,66.66666667
Pollard,Vaibhav Arora,1,1,1,1,100
Pooran,Abhishek Sharma,5,30,0,2,600
Pooran,Adil Rashid,4,4,0,1,100
Pooran,Akash Madhwal,6,7,0,1,116.6666667
Pooran,Alzarri Joseph,3,2,0,1,66.66666667
Pooran,Anshul Kamboj,13,32,1,2,246.1538462
Pooran,Arjun Tendulkar,2,12,0,1,600
Pooran,Arshad Khan,5,12,0,1,240
Pooran,Arshdeep Singh,30,49,2,5,163.3333333
Pooran,Ashwin,14,15,0,3,107.1428571
Pooran,Avesh Khan,15,13,1,3,86.66666667
Pooran,Axar,5,20,0,1,400
Pooran,Behrendorff,2,1,0,1,50
Pooran,Bhuvneshwar,8,13,0,3,162.5
Pooran,Boult,9,19,1,2,211.1111111
Pooran,Bumrah,13,10,0,3,76.92307692
Pooran,Chahal,24,38,1,4,158.3333333
Pooran,Chahar,10,23,0,1,230
Pooran,Chakaravarthy,25,42,0,5,168
Pooran,Chawla,3,0,0,1,0
Pooran,Cummins,24,43,1,4,179.1666667
Pooran,Daniel Sams,1,1,0,1,100
Pooran,Darshan Nalkande,3,8,0,2,266.6666667
Pooran,Dwayne Bravo,2,5,0,1,250
Pooran,Eshan Malinga,6,7,0,1,116.6666667
Pooran,Fazalhaq Farooqi,2,6,0,1,300
Pooran,Ferguson,8,13,0,2,162.5
Pooran,Gulbadin,5,11,0,1,220
Pooran,Hardik Pandya,15,28,1,4,186.6666667
Pooran,Harpreet Brar,5,10,0,2,200
Pooran,Harshal Patel,22,48,0,5,218.1818182
Pooran,Harshit Rana,20,36,0,2,180
Pooran,Hasaranga,7,12,1,2,171.4285714
Pooran,Holder,12,27,0,2,225
Pooran,Ishant,2,1,0,1,50
Pooran,Jadeja,18,24,0,3,133.3333333
Pooran,Jayant Yadav,2,1,0,1,50
Pooran,Jofra Archer,5,6,0,1,120
Pooran,Karn Sharma,9,21,1,2,233.3333333
Pooran,Khaleel Ahmed,19,30,1,3,157.8947368
Pooran,Krunal Pandya,6,9,0,1,150
Pooran,Kuldeep Yadav,32,44,1,6,137.5
Pooran,Livingstone,11,22,0,3,200
Pooran,M Theekshana,9,12,0,1,133.3333333
Pooran,Marco Jansen,7,5,0,2,71.42857143
Pooran,Markande,4,12,0,1,300
Pooran,Maxwell,7,10,0,2,142.8571429
Pooran,Meredith,7,15,1,1,214.2857143
Pooran,Mitchell Marsh,4,2,0,1,50
Pooran,Mitchell Starc,4,5,2,2,125
Pooran,Moeen Ali,9,6,0,2,66.66666667
Pooran,Mohit Sharma,9,15,0,3,166.6666667
Pooran,Mukesh Choudhary,6,23,0,1,383.3333333
